Id,clean_text,category
10935,might talk abt modi know,2
10936,modi waiv lac crore loan croni capitalist friend ask modi spine,0
10937,modi biopic privat enterpris fund central govt bjp question ban code conduct,0
10938,depict modi biopic made congress myopic much unabl see truth,2
10939,might lucki indianswhat modi talk could anyth yr got countri hand british india rd largest economi million mobil connect,1
10940,modi poverti line adani ambani ramdev valid,0
10941,modi govt poor becom poorer rich becom richer erad,2
10942,ye everyth modi dumb bhakt pappu isnt master sadli modi didnt see singl tweet question intellig failur phulwama,2
10943,rahul matter much tri malign bjp canvass openli conparti cant defeat modi genuin hindu give befit repli gov parti loyalist doubt abhishek banerje wife cot kg gold aledbi cong cpm bjp supresd youwhi,1
10944,isnt hate storm alreadi like left anti nation modi,2
10945,toyota land cruiser india yeah american dollar fuck modi tariff non india made vehicl,2
10946,whether congress win minimum incom thing come congress bat far beyond number come ideat see modi govern roll eventu even less generousha exclus favorit,1
10947,report say hate crime sinc modi becam countri might problem current minor friendli pak ever also work bill ahm may take time well get,1
10948,vivek reddi appropri repres bjp channel illog justifi modi send greet secretli imran khan never talk point show blind rever obdur manner shamelessli,2
10949,next right option narendra modi mayawati paplu becom contend sorri race guy correct option repli,2
10950,watch mission rajdeep sardesai top reason narendra modi clear front runner,1
10951,modi waiv lac crore loan croni capitalist friend ask modi sanghi traitor alway poor,2
10952,simpl fight two ideolog one stand stand one stand poor suppress downtrodden stand corpor mighti croni like nirav modi mallya ambani adani etc,2
10953,next elect go fought agenda make india visa guru singl point point agenda remov modimay better sens prevail,1
10954,modi destroy indian economi live middl class farmer poor flaw sri rahul gandhi rebuild indian economi real true sens,2
10955,dbt transfer modi middl men pocket fail rural employ scheme took complaint rahul save scheme came place qualifi creat scheme notori crimin,2
10956,kya calcul diya hain peopl know better someon rightli said dont gift fishteach fish fetch fish everyday modi skill peopl india,1
10957,keep good work glorifi terrorist antin ask idiot question help modi win ls,1
10958,modi eaten lakh citizen chork rahul citizen small king,2
10959,modi waiv lac crore loan croni capitalist friend ask modi,0
10960,good effort get rt like best thing pak fear accept bodi soldier love fear bharat modi face,1
10961,good thing declar bhakt talk economi hope aleast realiz modi ruin economi hide failur shift goal post non issu,1
10962,yesmodi cheat ush told give lakhnon indian got,0
10963,till lane road built lane consid km modi came lane road consid km,0
10964,let take opportun spell vision countri highlight radic differ myopic self centric morbid vision rss bjp narendra modi,0
10965,asaduddin owaisi slam narendra modi phulwama attack mim news express,0
10966,modi govt citizen lead life abil pursu maximum happi minimum hassl govt enabl better life improv eas live via namo app,1
10967,unclear modi came possess multipl passport read,1
10968,congress like terrorist creat havoc need win give one fake promis media run modi like armi succeed scheme say right word still pulwama happen media hound,1
10969,pulwama trust civilian patriot elect modi trust civilian common sens janta defeat mama forget bimaru tag anderson kamalnath treacheri trust indian voter face greed,2
10970,narendra modi stori billion lie launchedfilm propaganda studio,2
10971,modi announc annual help farmer wherea rahul gandhi announc monthli help poor includ farmer financi right think understood realli care poor,2
10972,reason vote mrmodi toilet everyon econom growth npa less rural electrif employ avushman bharat swachh bharat clean india orop namani rang surgic strike vote vote mrmodi,1
10973,didnt mention modi critic scheme one brought modi market guess obsess,2
10974,cong say pay via dbt hit fiscal deficit jaitley say mean give exist scheme money dbt modi govt via dbt alreadi give rs lakh variou scheme plu fertilis subsidi rs k food subsidi rs lakh,1
10975,ye done rest got yr answer modi waiv lac crore loan croni capitalist friend,0
10976,queen didnot say media prestitut fan media trick play modi,0
10977,bapar saradesai ki tak honytryap chuka haiinsid surgicl strike requir voter elect modi wil fix antin,0
10978,modi kick start elect campaign address ralli jammu march,0
10979,modi becom rahul alrightdont know swami alreadi saidmodi jaitley dont know economicalright,0
10980,see twitt feel like modi govern total useless neg thing happen five year,2
10981,wrong comparison view lost casteism rajasthan loos whatev seat got modi campaignppl happi,1
10982,ego blind eye realis maddi generos tht dont hve need ask apolog she realli restless retard idiot seek attent maddi answer ti idiot modi contribut contribut creat awar find modi unfit,2
10983,modi waiv lac crore loan croni capitalist friend sanghi done countri,0
10984,great logicjust blame modi bjp govern anyth everyth wrong happen anywher india seem journal limit boot lick congress,1
10985,dear friend brother sister sinc last coupl hour tier chicken non veg veg food uttapa daru etc tweet side talk main subject deviat modi enjoy wish everyon good night even sleep say beyond,1
10986,understand modi abl make realli dont brain joti kha han rahi boycott kab kar rhi,1
10987,modi engag celeb boost visibl studi,0
10988,bouquet benefit friend adani project jharkhand becom india first power sector sez via,1
10989,first much free talk modi church dont care whose modi mani import work talk modi kind inform church god vote modi vote raga non feed home,1
10990,credibl matter wait till modi take campaign hand affect,0
10991,look trailer modi wave,0
10992,namo short motiv video narendra modi via,0
10993,ace spinner ravichandran ashwin make special request modi ahead lok sabha elect read,1
10994,didnt shivaji sambhaji rajaram peshwa think econom diplomaci make sens jihahdi fund billion petro probabl cr hindu thought delay independ brit yr pointtim delay cost lost opportun,0
10995,show modi didnt waiver bank wrote loan book mani loan recov learn basic econom,1
10996,modi ipl,0
10997,modi chant stadium,0
10998,list list get bigger watch vijay mallya mehul chowksi nirav modi naresh goyal modu operandi clear pump money bjp coffer escap countri,1
10999,modiji kxi punjab ipl match shout modi modi hava famou cricket,1
11000,miss atal bihari vajpaye bjp cultur sushmaji nitinji ambassador cultur amit shah presid modi,0
11001,announc women reserv bill per news item even reserv women taker plan incentiv women particip servic,0
11002,bagga suppos repli target modi donkey bagga,0
11003,time come give full support narind modi let,1
11004,lok sabha elect amid hectic indian premier leagu ipl schedul ashwin tweet prime minist narendra modi special request cricket news,1
11005,bulshit modi put congi busi grow start speak thing fact lie limit life span,2
11006,justic delay justic deni th pend shame convict hang juvenil free hope narendra modi ji sarkar high promis progress goal better safe india,1
11007,seat question modi come kya logic hai,0
11008,ye big businessmen like adani ambani noth loot bank nbfcsall npa men close modiibcnclt etc rubbish act fool peopl last moni recov sell assest act help ambani,0
11009,request voter bharath pleas awar much effort pakistan china put stop modi,1
11010,special report modi famili via,1
11011,remind mk promis free ctv elect modi dont counter effect win chanc limit,1
11012,major turn narendra modi,1
11013,hater page hate war monger extremist hindu modi indian media page get lost,2
11014,modi must find money think one year fiscal deficit gone lol,1
11015,day back trend gobackmodi tamilnadu come back bro modi repli work,2
11016,vote chowkidar modi long answer martyrdom real chowkidar made sit duck despit intel report may becom chowkidar modi make merri exchang greet,1
11017,correct assess narendra modi two diversionari option,0
11018,well wow less modi given like croni,2
11019,dont buy levi big bazaar let modi promis,0
11020,went trailor movi narendra modi realis th april guy mustv watch movi drishyam movi narendra modi noth drishyam know mean,2
11021,sell public compani zero costthat ambani brother done legal lesser mortal fight modi jee rahul,1
11022,india modi govern use mani time ballet bomb innoc kashmiri protest show braveri china show innoc peopl ruler weak fals religion definit feel one day,1
11023,crowd chant modi modi,0
11024,first farc second countri need owe lakh make countri much better safer fast grow visionari leadership modi,1
11025,modi waiv lac crore loan croni capitalist friend modi,0
11026,govern bailout jetairway psb money come tax payer bank alreadi bleed neerav modi mallya one case prepar wonder govt keen save air india lie,1
11027,aimim akbaruddin owaisi mock modi chowkidar campaign say provid cap whistl realli want chowkidar,1
11028,simpl word modi gave rich croni like ambani adani etc give truli needi poor like mnrega work least get money instead modi toadi,2
11029,muslim vote congress alway muslim still live poverti slum dont blame modi never vote,0
11030,show singl commun violenc larg scale last year blame modi anti secular anti minor etc never east west narendra modiji best,1
11031,modi elect ach din neccessari step took thatcan write blog,0
11032,senseless desper congi get back power know anoth term modi elimin poverti empower cant talk garibhi hatao henc came destroy path empower,2
11033,actor offer support modi urg voter cast vote elect get troll liber,1
11034,use prime minist kept defend big time corrupt accus member govt modi support parti worker common man like bagga disgrac get life ladi,2
11035,appeas hai mumkeen hai thank modi show india right direct becom super power free toilet free led bulb free ga connect free hous rahul gandhi want take free money,1
11036,laughabl think justic poor year also modi start,2
11037,modi given seat arnob goswami mental ill journalist,2
11038,may right may didnt vision think think surviv first differ set mind,1
11039,reason mango popul like came abl rais voic onesid agenda peddl like thank give anoth reason tri bring modi back,1
11040,modi ye modi modi badluck modi also never thing brain unfurtunati clown dont spend gdp noth seriou,2
11041,one recognis modi elect commiss remov board passeskid shout cheat cheat,0
11042,anyon deserv modi far competit sincer hardwork educ ration intellig chanc also bjp lucki,1
11043,modi chokidar first constitut post,1
11044,anyon think modi strengthen democraci someon whose view admir that question vote bjp enter,0
11045,modi govt scheme money dbt would mean rs lakh crore per jaitley jaitley also highlight congress parti oppos aadhaar dbt parliament challeng suprem court say use dbt,2
11046,yeh good let see modi someth hindu first use hindu vote least tusli brought persecut hindu mainstream modi bash gau sevak public sourgrap didnt attend whc total failur,1
11047,modi year explain less minut honest via,1
11048,poor person got lakh modi promis,2
11049,two type modi support one bhakt type point anoth chang bhakti base capabl leaderparti khangress support one type that main problem,1
11050,akhilesh yadav hurl chaiwala chowkidar attack modi say want give countri new,1
11051,friend want remind someth past know thief made govt centr sever year modi hard work children futur,1
11052,like give back medal jave akhtar sameer slam narendra modi biopic written song movi news,0
11053,ye alreadi narendra modi,0
11054,basic use mentor modi tactic question credibl instead focus real issu,1
11055,modi govt peopl cong govt done raj everybodi know,0
11056,support pl vote modi bahut purani bimaari thk hone time lagega make india better vote pl vote modi better india ahead kyo kisi chawkidaar bann jarurt hamra correct hand hvote,1
11057,obsess rahul kept trap shut didnt come cancer scheme wouldnt tweet critic modi demonet,1
11058,maam sync ground realiti hey better lakh modi promis,1
11059,delhi funni place seat beg parti allianc seat funnier part parti seat reject offer varanasi seat modi aap give congress congress give give bsp bsp candid join bjp,1
11060,modi govt destroy democrat institut economi employ environ also sent destroy india done good job alreadi,1
11061,buri loot booti congi yr rule need anoth year modi fulli unearth,1
11062,read repli jab pai jais sanghi twitter ais dhoy jaa rahe hain bjp aur modi haarna pakka hai unless cours plan evm game,2
11063,call depth analysi tell budget prep anti modi post speak someth alway stori rafal mine modi chor hai mislead,0
11064,issu bankruptci issu fight modi lead abus abus abus,1
11065,bhakt creat modi mould,0
11066,modi doesnt endors freeload cultur,0
11067,reason modi govern better congress govern,1
11068,leadea chang statement fool give vote fraud leader leader modi,0
11069,begin new way corrupt raga congress congress five year modi govern got awak coma today announc use raga fals commit statement stop fool,2
11070,view due persist oppos modi creat ambienc one opposit even bjp could oppos anyth dont tri belittl without india secular democraci futur,2
11071,unep also bias bhagwadhari subservi modi,0
11072,modi gave rahul promis kejri bua bhatija simpl open shop poor get food cloth etc free also incometax upto lakh win hand,1
11073,fake claim modi didnt say would give lakh person similar lie modi said priyanka like daughter interview clearli show said,2
11074,editori suitboot sarkar nyay congress attack modi governmentl cronyism get big push congress aggress play strength set replic success decemb three state nation read,1
11075,congress wait nirav modi sent hindustan care say donat congress,2
11076,incom person earn account book congress manag scoop mega scam like mnrega benefit middlemen mnrega big scam until modi govt convert dbt middlemen swindl money depriv,0
11077,last year epfo membership increas crore indic increas formalis job countri happen commit modi govt whose focu spur high growth formal economi structur reform,1
11078,isnt modi bluff master india promis achh din lakh crore job per year jaitli answer,0
11079,honour hero congress govt set asid paltri sum crore orop cruel joke play hero contrast modi govt disburs crore soldier orop via namo app,2
11080,modi govt deposit lakh account poor propos lakh less mean remain account gandhi chidambaram etc expect peopl vote congress,2
11081,yup modi make bring gdp th rd thw list never imagin done tum taliban khan bana rakho tumara pura pakistan bech khaya batana,0
11082,modi shana kauwa joh apn ghu baithega smart chowkidar trip bloat ego,1
11083,polit two rr reel real modi said reel rahul said real yearli accept lakh account unaccept anyon receiv lakh account,1
11084,jet airway modi gang get sbi pnb fork crore exchang modif board director hunki dori unlik kingfish,0
11085,chor famili cheat citizen good distributor wealthi innth exchequ foreign bank account enough proof need modi oatnaok yogi distribut cheat qualif distribut nation wealth,1
11086,increas tax collect lakh lakh indic success modi govt peoplefriendli measur simplif tax system make tax interfac increasingli digit complet transpar,1
11087,modi month choic india els listen jumla next year,0
11088,burqa say hindu women dont ghoonghat rajasthani hindu women call cultur wear cloth cover head toe way left behind wil also need support help khud makaan modi ane baad bandha,2
11089,modi govt hide behind ola uber whenev quedtion job data cab compani start,2
11090,gst modi govt final made one nation one economi realiti biggest taxat reform gst give big relief poor middl class item daili use tax bracket via namo app,1
11091,feel one day india impos sanction make world fight sanction make differ due leadership india superpow anoth year realiti,2
11092,give relief honest hardwork taxpay countri modi govt exempt individu gross incom upto lakh tax make invest provid fund prescrib equiti via namo app,1
11093,that maddi love peopl target never said vote modi bjp use stardom greater good bring awar vote matter vote make voic count,1
11094,idiot talk foe traitor shout tukd slogan shout modi come natur indian watch goon thiev hold polit ralli,2
11095,time hide fact muslim candid one said kill modi,0
11096,better public transport hous smart citi bharatiya janata parti bjp made mani promis last lok sabha elect mani fulfil,1
11097,there someth throw modi next time want tri becom hero,1
11098,rahul gandhi promis give basic incom poor modi write amount corpor everi year,2
11099,compromis alreadi take action congress parti infact agenc includ surrend modi,2
11100,nalin kateel worth vote hed lose hed win modi fellow credibl shameless crook,1
11101,today look whether narendra modi rahul gandhi take fight south croni capit thrive meet candid promis litr brandi per month win,1
11102,request honour modi sir take strict action corrupt lawyer judg,1
11103,modi bluf lakh silent,0
11104,mam use advis peopleinstead urg modi offer someth differ bigger els win chanc limit seen hardwork didnt give victori free ctv offer turn tide defeat comfort,1
11105,saari galtiya nehru aur indira haimr modi band minist made india econom powerhous give china run money pakistan go disintegr foreign policieswho agre wid anti nation,1
11106,import thread modi sarkar disastr green polici,2
11107,hahahha take money cover nude bodi spend money ego fashion probabl dont know modi repeat costum one wore chang atleast design dress per day,0
11108,atleast made chowkidar talk issu matter,2
11109,bjp craft elect campaign around modi imag tri test strong leader pace econom reform agenda unlik alarm patchwork coalit support,1
11110,fraction incid record correctli hate crime report arent record hate crime variou pretext excus still record modi govern,2
11111,nirav modi search histori quickest way get bail court best switzerland fake passport maker road interview telegraph report way kill without get caught get new loan previou loan unpaid,1
11112,crore job everi year lac everi account sab sath sab vika vika ambani amit shah son achay din friend malliya nirav modi anil ambani percent increas terror attack modi write love letter,1
11113,one say kill modi terrorist damad,0
11114,say rahul gandhi fool elect noth rahul genuin believ wont take top job even winto war modi enemi unfortun rahul fight side cant control,1
11115,lol modi posit actual give start payment moron die parti promis hoor becom jihadi parti support,0
11116,histor step set tone elect drag bjp real issu modi comfort zone modi challeng react doom dont react doom,1
11117,india poor estim number poor pull peopl poverti everi minut indira gandhi gave garibi hatao slogan prime minist modi,2
11118,elat cominshn openli abus bland modi till run govt work modi wat dynasti neruian want israel agent sport palestin indian enemi gave kashmir pakeagd save use armi ambedjarwadi agenda sexier understand wat modi stre,2
11119,nobodi supress govt taken action accord modi india ik naya pakistan proov pretti normal modi india supress muslim seen kashmir seen gujrat lucknow etc etc ajeeb fanat tum log tou,1
11120,repli tweet worth even ounc hatemong bigot kind never understand nobil concern madam mehaboobajiyourself fake chowkidhar modi disappear may rd sure bjp tast defeat kind,1
11121,woe indian arm forc ignor modi,0
11122,socalledreason hate modi statement demonet cost economi realiti money earn steal govern citizen gone statement money market realiti black money gone,2
11123,aloha pleas read modi member fascist rss nearli year old mothership bjp polit parti bjp govern gang slaughter peopl hindu india tulsi help enorm,1
11124,true well disappoint dint interview intern level foe compromis modi rule,2
11125,strength target jehaid media modi sleep like atal face akkiget like atal make fault make lyndon elact cominshn loos elect modi refus karykara listen shah bad bamiay network loser alway,2
11126,game even indian polit play game modi whole year never india roam abroad elect time india,2
11127,twin feather modi govern cap fastest econom growth lowest inflat,1
11128,shameless limit despit know violat model code conduct modi continu unabashedli flaunt puke,0
11129,thing left toilet paper wahan bhi chaap photo,2
11130,poll modi promis bring back black money worth lakh crore popul lakh crore rupe also promis gift honest tax payer amount lakh crore,1
11131,rahul gandhi alreadi said empow small medium busi help creat jobsmodi demo gst hit sector advers without respect sme wont get job problem peopl dont listen give verdict help modi ultim,2
11132,rahul gandhi top class idiot sens humor want pagal gya bechara kuch samajho modi product launch hone diya bechara sadm mai kuch bhi bolta hai,2
11133,congratul sir go contest upcom lok sabha elect puri best wish may win full major join contribut modi develop,1
11134,statement modi chor hai realiti hum log chor hai abe bachn liy usko chor bolo statement modi taken away job realiti unemploy figur collect correct pattern thu show realiti past,2
11135,sir dream new india modi hai mumkin hai,1
11136,bpl card issu basi salari given directli bank specif specif modi black money,2
11137,wow that truli direct question blog minist jhoot wont answer doesnt singl iota idea anyth accept role leav chowkidari modi,1
11138,lower tax afford live modi govt gst reform made eas live realiti middl class item use tax higher tax via namo app,1
11139,modi govt understand inflat hidden tax hit middl class hard doubl digit food inflat day upa modi govt brought drastic daili live easier via namo app,2
11140,alway blame modi bjp other need develop india dont use resourc indiawhat mean use cell phone disadvantag,2
11141,well expect new mother accord highest prioriti modi govt benefit institut deliveri routin antenat care immun appropri financi secur matern leav reach crore women via namo,1
11142,arun jaitley call bluff also say modi govt run bigger program whattt,0
11143,modi strongest leader ever whatev want without care live peopl mock peopl foul manner uncivil even women tell lie brazenli like leader,2
11144,lakh crore job year par modi kya kiya tabh media raha tha,0
11145,simpli put would choos ambani modi shahrukh khan would pick ambani day,0
11146,modi bandwagon fake chowkidhar,2
11147,give man fish feed day rahul teach man fish feed lifetim modi,0
11148,ryt health care educatn impetu women educatn women resrvat sect unemploy luv ovr hate numer othr sensibl stuff talkin abt modi beat drum around pak,2
11149,pl meet talk growth india central institut job modi post nort peopl bankrailwayunivercityand mobil phone rateand cabl petrol pl speech one stage alway see speech see pl plspl mp sweet win,1
11150,modi make addit lac crore tax petroleum product per annum lac crore rd,0
11151,see talk pilot project like modi yr modi act big brother maduro venezuela rahul dream uncl maduro mumbai congress,0
11152,sir contribut patriot young age jai jai modi har har modi,1
11153,spite reason vote modi allow lynch muslim terrifi minor,0
11154,modi govern reduc poverti crore crore enough poverti reduc capabl,2
11155,mmj stand unit opposit candid varanasi pictur abhi baaki hai mere dost,2
11156,nikah khwan among arrest alleg forc convers underag marriag ghotki sister would fuck hindu land terrorist modi ever thing muslim never,2
11157,happen hate monger idiot like modi shah yogi endors commun hatr minor peopl becom monster think achiev spew venom,2
11158,true thatpm modi done mani jumla announc cud keep itreport card prove,1
11159,socalledreason hate modi statement modi fascist realti modi abl bridg gap betwn religi sentiment commun growng popular creat divers mke ppl thnk veotherwis,2
11160,abey murkh urg vote vote modi surpris fail read either tweet madhavan,2
11161,garhwali song modi achiev,0
11162,prime minist launch develop project ghaziabad uttar pradesh via namo app,0
11163,right like jawan lose live countri credit go modi,1
11164,wait lakh sinc wait gandhi two thousand next five year money indian economi,0
11165,mean indian support modi idiot,2
11166,wait ipl audienc chant modi modi,0
11167,must forget modi increas revenu aaj usi revenu alibaba chor parti apna manifesto pesh kar rahe rajsthan mp youth got fulli employ unemploy,1
11168,new categori voter secular voter someon defin whose vote qualifi secular vote congress pdp ask nondivis secular vote wat inspir arch rival stay unit fear bjp hate modi,2
11169,mean love letter,1
11170,better vote modi,1
11171,modi come power believ india would biggest venezuela anoth year remov cong help also help next gener sad peopl busi ask question acch din,2
11172,modi describ mnrega scheme congress kharab nitiyo jeeta jaagta smarak modi alloc crore fail scheme scheme still work poor beyond capabl fathom depth scheme,2
11173,say modi,0
11174,guy didnt speak case ambani modi choksi malya,0
11175,modi loot india corpo master,0
11176,socalledreason hate modi statement modi usd arm forc benefit realiti modi gvn freedom arm forc act per sop needonbasi without pressur frm white collar babuspolitician,2
11177,sonia ragavadra money launder chitambaram bail instead jailtharooraiyarazad etc gener hatr stupid abus statement modi jihav lost imag peopl hate corrupt congress,2
11178,lose anywher except gujrat,0
11179,love one exactli thought jaitley never kind minist modi modinc face mediavor takevon anynintellig discuss issu use jaitley bid,1
11180,modi promis lakh per person bank accountthat crore lakh lakh crore poor peopl thought get acch din got mann baat jumla,2
11181,wait modi govt remain long bharat may posit abolish incom tax middl class,2
11182,two gujarati brother hack parti,0
11183,respect sir shri nephew jaival alway recogn alway name modi dada yesterday award best student year senior school sir bless inspir jaival,1
11184,butcher,0
11185,noth posit scheme elect gimmick match scheme modi first congress come power present indic secondli never muster much money even replac exist scheme,1
11186,mahatma modi mahatma rahul gandhi fight poverti freebi appeas direct money transfer success becom land mahatma,1
11187,jammu ryot harvest prematur wheat crop vacat land modi ralli,0
11188,top reason deserv anoth term,1
11189,modi creat crore job everi everi year accord iim cii studi,0
11190,understand peopl lost faith politician ever sinc modi promis lakh everi account fail deliv congress differ deliv promis made vote congress start get faith back politician,2
11191,india bride look groom india need dynam visionari optimist leader strong diabol leader man talk abt fifa game instead develop oder agenda spech consist two thng modi second ambani sure leader,1
11192,although modi support unfortun abl see candid better vision potenti,1
11193,sir modi insult telangana drop dattreyagaru father kcr given one ministership woman legisl readi accept kcr insult women telangana doesnt deserv ladi vote,1
11194,modi alreadi support peopl hous free cost thru pmo except state enjoy benefit modi fund enjoy dmkaiadmktn bjp elect kid promis lac everi account present economi modi collect huge revenu collect,1
11195,forget modih prime minist whose tenur yearsbut indian deal everi dirt produc politician pseudointelctualsif peopl like dont show commpas toward mock kasmir panditspulwam victimsmuslim lynch,2
11196,great happen meet sever guis madli never knew,1
11197,shame left bhupend modi gave call game changer paisa vote better join bjp becom minist,1
11198,fact see mani educ mostli salari one bhakt wellplac bother fail promis modi touch ground realiti didnt get affect demo gst concern attack democrat institut,1
11199,coalit work democrat way much much batter modi dictatorship,1
11200,someon tell moron play ipl hallow nation duti accord special privileg cast vote,2
11201,munnabhai modi foster sycoph everywher slugfest insinu among govt depart public servant undu favour money power rafal chor modi air india withdraw board pass pm photo amid controversi ndtv httpsw,0
11202,chowkidaar sahib pleas start go class unless want ruin countri econom defeat fascism,1
11203,wealth increas much nirav modi vijay mallya one els pleas prove,1
11204,haan modi jama kiya haius urao free baantkar plagu india prepol freebi throw countri jai hind,1
11205,peopl like modi defin succeed,0
11206,socalledreason hate modi statement pulwama attack polit gimmick realiti lst money partner comrad hand indian arm forc avoid damag make politicalreligi drama,2
11207,way like modi mitro lakh ais mil jayega,0
11208,dear hard work peopl india carpent plumber maid driver offic goer profession work hard fill coffer modi leadership gasshol promis undo hard work could becom,2
11209,peopl realiz week time momentum shift back modi april th import aspect drastic cut nota vote forc high voter turnout wherea complac gener nota,1
11210,read tweet day back say modi ask vote bjp rahul forc vote bjp one moment,2
11211,love phrase hindu khatr mein hai like believ modi genuin tri success mani sphere privileg one dont bother farmer like circul fwd modi popular,1
11212,good night har har mahadev modi,1
11213,way modi waiv npa ambani adani compani thought common sens total nonsens person big time boot licker keep lick till get rajya sabha licker quota,2
11214,bhakt would turn india venezuela jaitley modi alreadi given poor congress promis moral stori cell need better script writer,1
11215,possibl modi govt say given money subsidi dbt fiscal problem case back raga scheme,1
11216,first raga bring huge amount mani zero k account open modi mani congress leader benifit,1
11217,good luck south india alway kick modi peopl represent bill block congress finish bjp,1
11218,ye absolut truetil play around airstrik pak help godi media big challeng modi whatev reciproc peopl consid jumla,1
11219,minist think everybodi modi,0
11220,respect modi sir sincer beg grant pension airforc employe serv ten year one gave cream life kindli help sir emp,1
11221,socalledreason hate modi statement modi let chor run realiti chor caught run troubl caught play blamegam divert attent countrymen close loophol,2
11222,absolut wrong pass btech get per month salarythi reallti year modi hai mumkin haisham arun jetli spread fake news,2
11223,list design islamist terrorist group endless need deal countri support modi aap pakistan nipto hum inn chutiyon nipat leng,2
11224,aimim chief asaduddin owaisi hit prime minist narendra modi,0
11225,modi good,1
11226,wellsaid that modi ja done promis achchh din somehow came powernow talk abt vikash,1
11227,cr mean famili lakh cr requir money come everi year modi bhi bada feku ban raha hai,0
11228,yeah demograph chang issuemodi never commun politicsh came power issu like corrupt terror inflat pidi,0
11229,like thought modi,0
11230,vote modi alway,0
11231,name modi ring bell,0
11232,incom support promis congress bluff announc modi govern alreadi give rs year dbt subsidi simpl arithmet rs five crore famili work rs lakh crore,0
11233,attend ralli due prayraj varanasi waterway facilit govt drank ganga water mainli coz river water clean modi govt congress capabl use modi govtbuilt infrastructur accus modi govt,1
11234,lmao peopl still believ modi promisrd lakh everi account,1
11235,modi alreadi support peopl hous free cost thru pmo except state enjoy benefit modi fund enjoy dmkaiadmktn bjp elect kid promis lac everi account present economi modi kept huge fund,1
11236,debat want top paid economist well vote modi clown,1
11237,peopl find mistak everi decis modi belong categori,0
11238,think snap poppin see someon snap score like k rememb snap sinc high school score like k,1
11239,ye sir decad rule complet elimin poverti modi brought back come power disappear may wait,1
11240,sir wish someth good happen happen ghaziabad even appris mani time ghaziabad administr abl provid basic servic modi sir work alon,1
11241,good vote modi,1
11242,everybodi answer one question that india maam,0
11243,wrong chang syllabu children know everyth babar akbar aurangzeb noth hero ashoka chola rani velu nachiyar ranjit singh lokmanya tilak swami ramakrishna adi shankara aurobindo narendra modi,2
11244,haha yr famili parti remov poor countri dont fool peopl know cong whatev vote modi least year modi govt btw northeast,0
11245,modi wavelet bring modi tsunami modi hurican,0
11246,modi year congress win elect didnt modi finish corrupt congress agre modi fail fight corrupt chowkidar rich croni,1
11247,ye sir great indian prime minist narendra modi power man kind,1
11248,wow better photo oop chang nice psycholog cours modi pep talk tell els jumlaa even mirag upgrad sukoi isra spike use congi bought even bofor gun,1
11249,unless state fund elect new entrant shud stay away co money cant afford look wht happen aap,1
11250,like modi arrang adani amabani nirav elect promot buy mla mp way rahul arrang money poor,0
11251,india market elect tourism forget taj mahal modi ralli reuter india market elect tourism forget taj mahal modi ralli reuter india frenet citi histor monument tasti food beauti,0
11252,abus modi bhakth ask pappumodi hold press confer,0
11253,that real truth india modi truli leader india,1
11254,aimim chief hit prime minist narendra modi,0
11255,dear chidambaram got anoth extens today patiala court would congress leader sat quit judiciari done bjp leader senior modi govt stop govt take judiciari publicli blog post,1
11256,ask question lakh promis rememb anyway question right answer unlik hope answer,1
11257,thtz like keep vote modi doesnt fulfil promis give lac,1
11258,rafal chor modi elig crimin tri money launder chor modi launder money steal govt exchequ misus purchas peopl vote delhi high court seek probe agenc repli robert vadra plea ndtv httpswww,1
11259,clean world challeng wait hurri join minseok bighit korean yoona modi mamamoo bangtan jordan israel clannad scott walker tech arsen,1
11260,first ask modi black money retriev thru demonet,1
11261,modiji ever pappu goesin ralli noth say nirav modi other give account peopl canr bjp speaker give sequenc event speechthat led abscond get money would back congress day,2
11262,matter make tall claim public go give chancecongress parti alreadi ruin nation last year modi hope india nation determin bring back pappu keep bark rafal rafal rafal,0
11263,mani reason vote modi mine ill let know afterward first let know reason want vote modi need reason let see mani reason vote modi,1
11264,even modi polit base religion corpor sector dont think he great develop educ health sector,1
11265,yesaft modi earn year congress readi launch scheme way congress money buy rafael want launch scheme bring india credit rate downward make section popul lazi without plan employ,1
11266,arnab scream big victori modi wife get pregnant hahahahaha,1
11267,modi govt poor alreadi receiv benefit lakh crore dprtmnt central govt time promis pilot phase manner check loan waiver promis,2
11268,pir mithu scoundrel behind convers minor hindu girl pakistan brilliant thread,1
11269,khoob surat,0
11270,joker noth betray given cabinet post modi govt thst critic namo govt becom dhobi kutta ghar ghat,0
11271,modi make india grow scham leader make everi thing free due free prison,1
11272,one laugh sure modi counter,1
11273,pakistan paki realiz baap tumhara modi hai,1
11274,kisn kaha gareebi hatadi gareebi hat nahi teach gareebi clap applaud modi give year hahaha,1
11275,modi announc scheme crore poor rahul crore poor crore poor one ensur scheme beneficiari,2
11276,dear per rti one program haryana advertis given news paper date oct amount one day advertis lakh continu day x one program modi take part program year,0
11277,rajdeep talk bengal goondaism tamilnadu goonad andhra nautanki karnataka modi chant arrest lier day prove,2
11278,attent modi purpos rss hitler hero go get wors minor want make pure hindu fascist state space anyon els,2
11279,fail creat job modi,2
11280,spread whatsapp gyan somewher els brainwash chowkidar like mess modi govt,2
11281,want modi next kindli readi holiday visa pappu,1
11282,reason ill vote modi,2
11283,aunti shutter retir form bhar jaldi,2
11284,contribut bjp via narendra modi mobil app contribut amount via narendra modi mobil app urg contribut parti app spread messag transpar public life,0
